state,constituency,candidate,party,total_votes,year,vote_share,vote_margin,swing_votes,total_constituency_votes,voter_turnout,turnout_impact,winner,winner_party,prev_winner_party,incumbent
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Manoranjan Bhakta,INC,85794,2004,55.77376889,30500,,153825,55.77376889,0.999999821,1,INC,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Bishnu Pada Ray,BJP,55294,2004,35.94604258,51119,,153825,35.94604258,0.999999722,0,INC,INC,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Tapan Kumar Bepari,CPM,4175,2004,2.714123192,1811,,153825,2.714123192,0.999996316,0,INC,INC,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,R S Uma Bharathy,NCP,2364,2004,1.536811312,916,,153825,1.536811312,0.999993493,0,INC,INC,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,N K P Nair,CPI(ML)(L),1448,2004,0.941329433,262,,153825,0.941329433,0.999989377,0,INC,INC,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Deepak Biswas,IND,1186,2004,0.771006013,64,,153825,0.771006013,0.99998703,0,INC,INC,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,A K Biswas,BSP,1122,2004,0.729400293,431,,153825,0.729400293,0.99998629,0,INC,INC,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Dr Shanmugam,LJNSP,691,2004,0.449211767,148,,153825,0.449211767,0.999977739,0,INC,INC,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Gour Chandra Majumder,IND,543,2004,0.352998537,20,-0.418007476,153825,0.352998537,0.999971672,0,INC,INC,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Asit Baran Dutta,IND,523,2004,0.33999675,136,-0.013001788,153825,0.33999675,0.999970589,0,INC,INC,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,K Kalimuthu,IND,387,2004,0.251584593,89,-0.088412157,153825,0.251584593,0.999960254,0,INC,INC,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,K Perumal,SWD,298,2004,0.193726637,298,,153825,0.193726637,0.999948384,0,INC,INC,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Shri. Bishnu Pada Ray,Bharatiya Janata Party,75211,2009,44.21497563,2990,-8.525591344,170103,44.21497563,0.999999774,1,Bharatiya Janata Party,INC,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Shri. Kuldeep Rai Sharma,Indian National Congress,72221,2009,42.4572171,65031,-0.716915736,170103,42.4572171,0.999999764,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Shri Tapan Kumar Bepari,Communist Party Of India (Marxist),7190,2009,4.22685079,2274,-1.445274062,170103,4.22685079,0.999997634,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Shri. P. R. Ganeshan,Rashtriya Janata Dal,4916,2009,2.890013698,220,,170103,2.890013698,0.99999654,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Smti. R. S. Uma Bharatthy,Nationalist Congress Party,4696,2009,2.760680294,2911,2.064478196,170103,2.760680294,0.999996378,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Shri. Pradeep Kumar Ekka,Jharkhand Disom Party,1785,2009,1.049364209,305,,170103,1.049364209,0.999990471,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Shri. Vakiath Valappil Khalid,Independent,1480,2009,0.870061081,691,0.776776859,170103,0.870061081,0.999988507,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Shri. M. S. Mohan,Bahujan Samaj Party,789,2009,0.463836617,55,,170103,0.463836617,0.999978441,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Shri. N. K. P. Nair,Communist Party Of India (Marxist-Leninist) (Liberation),734,2009,0.431503266,51,,170103,0.431503266,0.999976826,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Dr. Thankachan,Independent,683,2009,0.401521431,285,-0.46853965,170103,0.401521431,0.999975095,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Shri. T. Ali,Independent,398,2009,0.233975885,398,-0.167545546,170103,0.233975885,0.999957262,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Bishnu Pada Ray,BJP,90969,2014,47.79591022,7812,11.84986764,190328,47.79591022,0.999999791,1,BJP,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Kuldeep Rai Sharma,INC,83157,2014,43.69141692,79420,-12.08235197,190328,43.69141692,0.999999771,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Sanjay Meshack,AAAP,3737,2014,1.963452566,1454,,190328,1.963452566,0.999994907,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Anita Mondal,AITC,2283,2014,1.199508217,506,,190328,1.199508217,0.999991663,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,K.G.Das,CPM,1777,2014,0.933651381,190,-1.780471811,190328,0.933651381,0.999989289,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Prakash Minj,IND,1587,2014,0.833823715,23,0.582239122,190328,0.833823715,0.999988007,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,None Of The Above,NOTA,1564,2014,0.821739313,413,,190328,0.821739313,0.999987831,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,R.S.Uma Bharatthy,NCP,1151,2014,0.604745492,12,-0.93206582,190328,0.604745492,0.999983464,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Gour Chandra Majumder,BSP,1139,2014,0.598440587,292,-0.130959706,190328,0.598440587,0.99998329,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Saravanan,IND,847,2014,0.445021227,411,-0.388802488,190328,0.445021227,0.99997753,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,N K P Nair,CPI(ML)(L),436,2014,0.229078223,7,-0.71225121,190328,0.229078223,0.999956349,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,V V Khalid,IND,429,2014,0.225400361,50,-0.219620865,190328,0.225400361,0.999955636,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Raghubir Singh,SP,379,2014,0.199129923,45,,190328,0.199129923,0.999949784,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,C G Saji Kumar,IND,334,2014,0.175486529,20,-0.049913833,190328,0.175486529,0.999943019,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,N Kannan,IND,314,2014,0.164978353,89,-0.010508175,190328,0.164978353,0.99993939,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,A Pandian,AIFB,225,2014,0.118216973,225,,190328,0.118216973,0.999915417,0,BJP,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,KULDEEP RAI SHARMA,Indian National Congress,95308,2019,45.97676752,1407,3.519550423,207296,45.97676752,0.999999782,1,Indian National Congress,BJP,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,VISHAL JOLLY,Bharatiya Janata Party,93901,2019,45.29802794,88560,1.083052308,207296,45.29802794,0.999999779,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,PARITOSH KUMAR HALDAR,Independent,5341,2019,2.576508953,2502,2.342533068,207296,2.576508953,0.999996119,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,SANJAY MESHACK,Aam Aadmi Party,2839,2019,1.36953921,353,,207296,1.36953921,0.999992698,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,PRAKASH MINJ,Bahujan Samaj Party,2486,2019,1.199251312,765,0.735414695,207296,1.199251312,0.999991662,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,AYAN MANDAL,All India Trinamool Congress,1721,2019,0.830213801,309,,207296,0.830213801,0.999987955,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,NOTA,None of the Above,1412,2019,0.68115159,418,,207296,0.68115159,0.999985319,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,HENRY,Independent,994,2019,0.479507564,80,-2.097001389,207296,0.479507564,0.999979146,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,K VENKAT RAM BABU,Independent,914,2019,0.440915406,296,-0.038592158,207296,0.440915406,0.99997732,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,MINATI BISWAS,Independent,618,2019,0.298124421,143,-0.142790985,207296,0.298124421,0.999966458,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,S SUDERSHAN RAO,Independent,475,2019,0.229140939,169,-0.068983483,207296,0.229140939,0.999956361,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,V V KHALID,Independent,306,2019,0.147615005,31,-0.081525934,207296,0.147615005,0.999932261,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,K KALIMUTHU,Independent,275,2019,0.132660543,2,-0.014954461,207296,0.132660543,0.999924625,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,C U RASHEED,Independent,273,2019,0.131695739,52,-0.000965,207296,0.131695739,0.999924073,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,GOUR CHANDRA MAJUMDER,Independent,221,2019,0.106610837,9,-0.025084903,207296,0.106610837,0.99990621,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,C G SAJI KUMAR,All India Hindustan Congress Party,212,2019,0.102269219,212,,207296,0.102269219,0.999902228,0,Indian National Congress,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,BISHNU PADA RAY,Bharatiya Janata Party,102436,2024,50.58218197,24396,5.284154032,202514,50.58218197,0.999999802,1,Bharatiya Janata Party,Indian National Congress,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,KULDEEP RAI SHARMA,Indian National Congress,78040,2024,38.53560741,69786,-7.441160106,202514,38.53560741,0.99999974,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,MANOJ PAUL,Andaman Nicobar Democratic Congress,8254,2024,4.075767601,2237,,202514,4.075767601,0.999997546,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,D AYYAPPAN,Communist Party of India (Marxist),6017,2024,2.971152612,3814,,202514,2.971152612,0.999996634,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,V.K. ABDUL AZIZ,Independent,2203,2024,1.087826027,394,0.98121519,202514,1.087826027,0.999990807,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,NOTA,None of the Above,1809,2024,0.893271576,895,0.212119986,202514,0.893271576,0.999988805,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,K J B SELVARAJ,All India Anna Dravida Munnetra Kazhagam,914,2024,0.451326822,195,,202514,0.451326822,0.999977844,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,DR ARUN KUMAR MALLIK,Bahujan Samaj Party,719,2024,0.355037183,177,-0.84421413,202514,0.355037183,0.999971835,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,RINKU MALA MONDAL,Independent,542,2024,0.267635818,35,-0.820190209,202514,0.267635818,0.999962637,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,K VENKAT RAM BABU,Independent,507,2024,0.250353062,127,-0.017282756,202514,0.250353062,0.999960058,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,USHA KUMARI,Independent,380,2024,0.187641348,29,-0.062711714,202514,0.187641348,0.99994671,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,SALAMAT MONDAL,Socialist Unity Centre Of India (COMMUNIST),351,2024,0.173321351,9,,202514,0.173321351,0.999942307,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANAND RAMNATH ARLEKAR,Independent,342,2024,0.168877213,342,-0.018764135,202514,0.168877213,0.999940789,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,BISHNU PADA RAY,Bharatiya Janata Party,90969,2014,47.79591022,7812,,190328,47.79591022,0.999999791,1,Bharatiya Janata Party,,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,KULDEEP RAI SHARMA,Indian National Congress,83157,2014,43.69141692,79420,,190328,43.69141692,0.999999771,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,SANJAY MESHACK,Aam Aadmi Party,3737,2014,1.963452566,1454,,190328,1.963452566,0.999994907,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,ANITA MONDAL,All India Trinamool Congress,2283,2014,1.199508217,506,,190328,1.199508217,0.999991663,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,K.G.DAS,Communist Party of India (Marxist),1777,2014,0.933651381,190,,190328,0.933651381,0.999989289,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,PRAKASH MINJ,Independent,1587,2014,0.833823715,23,,190328,0.833823715,0.999988007,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,None of the Above,None of the Above,1564,2014,0.821739313,413,,190328,0.821739313,0.999987831,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,R.S.UMA BHARATTHY,Nationalist Congress Party,1151,2014,0.604745492,12,,190328,0.604745492,0.999983464,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,GOUR CHANDRA MAJUMDER,Bahujan Samaj Party,1139,2014,0.598440587,292,,190328,0.598440587,0.99998329,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,SARAVANAN,Independent,847,2014,0.445021227,411,-0.388802488,190328,0.445021227,0.99997753,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,N K P NAIR,Communist Party of India (Marxist-Leninist) (Liberation),436,2014,0.229078223,7,,190328,0.229078223,0.999956349,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,V V KHALID,Independent,429,2014,0.225400361,50,-0.219620865,190328,0.225400361,0.999955636,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,RAGHUBIR SINGH,Samajwadi Party,379,2014,0.199129923,45,,190328,0.199129923,0.999949784,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,C G SAJI KUMAR,Independent,334,2014,0.175486529,20,-0.049913833,190328,0.175486529,0.999943019,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,N KANNAN,Independent,314,2014,0.164978353,89,-0.010508175,190328,0.164978353,0.99993939,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andaman and Nicobar Islands,Andaman and Nicobar Islands,A PANDIAN,All India Forward Bloc,225,2014,0.118216973,225,,190328,0.118216973,0.999915417,0,Bharatiya Janata Party,Bharatiya Janata Party,0
Andhra Pradesh,Adilabad,Madhusudhan Reddy Takkala,TRS,415429,2004,49.97119099,40974,,831337,49.97119099,0.9999998,1,TRS,Telugu Desam,0
Andhra Pradesh,Adilabad,Dr S Venugopala Chary,TDP,374455,2004,45.04250382,351173,,831337,45.04250382,0.999999778,0,TRS,TRS,0
Andhra Pradesh,Adilabad,Mothe Barik Rao,PRBP,23282,2004,2.800548995,5111,,831337,2.800548995,0.999996429,0,TRS,TRS,0
Andhra Pradesh,Adilabad,Nainala Goverdhan,IND,18171,2004,2.185756198,18171,,831337,2.185756198,0.999995425,0,TRS,TRS,0
Andhra Pradesh,Adilabad,Rathod Ramesh,Telugu Desam,372268,2009,43.10747921,115087,-9.381352185,863581,43.10747921,0.999999768,1,Telugu Desam,TRS,0
Andhra Pradesh,Adilabad,Kotnak Ramesh,Indian National Congress,257181,2009,29.78076174,144251,-7.952461145,863581,29.78076174,0.999999664,0,Telugu Desam,Telugu Desam,0
Andhra Pradesh,Adilabad,Mesram Nago Rao,Praja Rajyam Party,112930,2009,13.07694356,54999,,863581,13.07694356,0.999999235,0,Telugu Desam,Telugu Desam,0
Andhra Pradesh,Adilabad,Ade Tukaram,Bharatiya Janata Party,57931,2009,6.708230033,41460,-17.58524344,863581,6.708230033,0.999998509,0,Telugu Desam,Telugu Desam,0
Andhra Pradesh,Adilabad,Rathod Sadashiv Naik,Bahujan Samaj Party,16471,2009,1.907290688,30,,863581,1.907290688,0.999994757,0,Telugu Desam,Telugu Desam,0
Andhra Pradesh,Adilabad,Banka Sahadevu,Independent,16441,2009,1.903816782,3063,1.751853769,863581,1.903816782,0.999994747,0,Telugu Desam,Telugu Desam,0
Andhra Pradesh,Adilabad,Ganta Pentanna,Independent,13378,2009,1.549130886,4221,-0.354685895,863581,1.549130886,0.999993545,0,Telugu Desam,Telugu Desam,0
Andhra Pradesh,Adilabad,Nethavat Ramdas,Independent,9157,2009,1.060352185,1333,-0.488778702,863581,1.060352185,0.999990569,0,Telugu Desam,Telugu Desam,0
Andhra Pradesh,Adilabad,Athram Laxman Rao,Independent,7824,2009,0.905994921,7824,-0.154357264,863581,0.905994921,0.999988963,0,Telugu Desam,Telugu Desam,0
Andhra Pradesh,Adilabad,Godam Nagesh,TRS,430847,2014,20.59815134,171290,-29.37303964,2091678,20.59815134,0.999999515,1,TRS,Telugu Desam,0
Andhra Pradesh,Adilabad,GODAM NAGESH,Telangana Rashtra Samithi,430847,2014,20.59815134,0,,2091678,20.59815134,0.999999515,0,TRS,TRS,0
Andhra Pradesh,Adilabad,Naresh,INC,259557,2014,12.40903237,75359,,2091678,12.40903237,0.999999194,0,TRS,TRS,0
Andhra Pradesh,Adilabad,NARESH,Indian National Congress,259557,2014,12.40903237,0,-17.37172937,2091678,12.40903237,0.999999194,0,TRS,TRS,0
Andhra Pradesh,Adilabad,Ramesh Rathod,TDP,184198,2014,8.806231169,89778,-36.23627265,2091678,8.806231169,0.999998864,0,TRS,TRS,0
Andhra Pradesh,Adilabad,RAMESH RATHOD,Telugu Desam,184198,2014,8.806231169,0,-34.30124804,2091678,8.806231169,0.999998864,0,TRS,TRS,0
Andhra Pradesh,Adilabad,Rathod Sadashiv,BSP,94420,2014,4.514079127,53388,,2091678,4.514079127,0.999997785,0,TRS,TRS,0
Andhra Pradesh,Adilabad,RATHOD SADASHIV,Bahujan Samaj Party,94420,2014,4.514079127,0,2.606788438,2091678,4.514079127,0.999997785,0,TRS,TRS,0
Andhra Pradesh,Adilabad,Nethawath Ramdas,IND,41032,2014,1.961678614,23948,-0.224077584,2091678,1.961678614,0.999994902,0,TRS,TRS,0
Andhra Pradesh,Adilabad,NETHAWATH RAMDAS,Independent,41032,2014,1.961678614,0,1.055683693,2091678,1.961678614,0.999994902,0,TRS,TRS,0
Andhra Pradesh,Adilabad,None Of The Above,NOTA,17084,2014,0.816760515,8225,,2091678,0.816760515,0.999987757,0,TRS,TRS,0
Andhra Pradesh,Adilabad,None of the Above,None of the Above,17084,2014,0.816760515,0,,2091678,0.816760515,0.999987757,0,TRS,TRS,0
Andhra Pradesh,Adilabad,Mosali Chinnaiah,IND,8859,2014,0.423535554,3804,-1.53814306,2091678,0.423535554,0.99997639,0,TRS,TRS,0
Andhra Pradesh,Adilabad,MOSALI CHINNAIAH,Independent,8859,2014,0.423535554,0,-1.53814306,2091678,0.423535554,0.99997639,0,TRS,TRS,0
Andhra Pradesh,Adilabad,Pawar Krishna,IND,5055,2014,0.241671997,268,-0.181863556,2091678,0.241671997,0.999958623,0,TRS,TRS,0
Andhra Pradesh,Adilabad,PAWAR KRISHNA,Independent,5055,2014,0.241671997,0,-0.181863556,2091678,0.241671997,0.999958623,0,TRS,TRS,0
Andhra Pradesh,Adilabad,Banka Sahadev,IND,4787,2014,0.228859318,4787,-0.01281268,2091678,0.228859318,0.999956307,0,TRS,TRS,0
Andhra Pradesh,Adilabad,BANKA SAHADEV,Independent,4787,2014,0.228859318,0,-0.01281268,2091678,0.228859318,0.999956307,0,TRS,TRS,0
Andhra Pradesh,Amalapuram,G.V. Harsha Kumar,INC,350346,2004,49.74922752,41485,,704224,49.74922752,0.999999799,1,INC,Telugu Desam,0
Andhra Pradesh,Amalapuram,Dunna Janardhana Rao,TDP,308861,2004,43.85834621,282162,,704224,43.85834621,0.999999772,0,INC,INC,0
Andhra Pradesh,Amalapuram,Muneeswara Rao Bhupati,IND,26699,2004,3.791265279,17149,,704224,3.791265279,0.999997362,0,INC,INC,0
Andhra Pradesh,Amalapuram,Yalangi Ramesh,IND,9550,2004,1.356102604,782,-2.435162676,704224,1.356102604,0.999992626,0,INC,INC,0
Andhra Pradesh,Amalapuram,D. Muralikrishna,BSP,8768,2004,1.245058391,8768,,704224,1.245058391,0.999991968,0,INC,INC,0
Andhra Pradesh,Amalapuram,G.V.Harsha Kumar,Indian National Congress,368501,2009,35.99468628,40005,-1.637786592,1023765,35.99468628,0.999999722,1,Indian National Congress,INC,0
Andhra Pradesh,Amalapuram,Pothula Prameela Devi,Praja Rajyam Party,328496,2009,32.08705123,63972,,1023765,32.08705123,0.999999688,0,Indian National Congress,Indian National Congress,0
Andhra Pradesh,Amalapuram,Doctor Gedela Varalakshmi,Telugu Desam,264524,2009,25.83835157,246525,-29.71785733,1023765,25.83835157,0.999999613,0,Indian National Congress,Indian National Congress,0
Andhra Pradesh,Amalapuram,Akumarthi Suryanarayana,Trilinga Praja Pragati Party,17999,2009,1.758118318,5269,,1023765,1.758118318,0.999994312,0,Indian National Congress,Indian National Congress,0
Andhra Pradesh,Amalapuram,Kommabattula Uma Maheswara Rao,Bharatiya Janata Party,12730,2009,1.243449424,5055,-24.9194887,1023765,1.243449424,0.999991958,0,Indian National Congress,Indian National Congress,0
Andhra Pradesh,Amalapuram,Yalangi Ramesh,Independent,7675,2009,0.749683765,414,0.522828265,1023765,0.749683765,0.999986661,0,Indian National Congress,Indian National Congress,0
Andhra Pradesh,Amalapuram,Bheemarao Ramji Muthabathula,Pyramid Party Of India,7261,2009,0.709244797,2451,,1023765,0.709244797,0.999985901,0,Indian National Congress,Indian National Congress,0
Andhra Pradesh,Amalapuram,Kiran Kumar Binepe,Praja Bharath Party,4810,2009,0.469834386,78,,1023765,0.469834386,0.999978716,0,Indian National Congress,Indian National Congress,0
Andhra Pradesh,Amalapuram,Geddam Sampada Rao,Bahujan Samaj Party,4732,2009,0.46221545,252,-0.140728472,1023765,0.46221545,0.999978366,0,Indian National Congress,Indian National Congress,0
Andhra Pradesh,Amalapuram,P.V.Chakravarthi,Republican Party Of India (Khobragade),4480,2009,0.437600426,1923,,1023765,0.437600426,0.999977149,0,Indian National Congress,Indian National Congress,0
Andhra Pradesh,Amalapuram,Masa Ramadasu,Rashtriya Dehat Morcha Party,2557,2009,0.24976435,2557,,1023765,0.24976435,0.999959964,0,Indian National Congress,Indian National Congress,0
Andhra Pradesh,Amalapuram,Dr Pandula Ravindra Babu,TDP,594547,2014,26.52032648,120576,-17.33801973,2241854,26.52032648,0.999999623,1,TDP,Indian National Congress,0
Andhra Pradesh,Amalapuram,DR PANDULA RAVINDRA BABU,Telugu Desam,594547,2014,26.52032648,0,0.681974905,2241854,26.52032648,0.999999623,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,Pinipe Viswarupu,YSRCP,473971,2014,21.14192093,461789,,2241854,21.14192093,0.999999527,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,PINIPE VISWARUPU,Yuvajana Sramika Rythu Congress Party,473971,2014,21.14192093,0,,2241854,21.14192093,0.999999527,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,Aithabathula Jogeswara Venkata Butchi Maheswara Rao,INC,12182,2014,0.543389534,2251,-49.20583798,2241854,0.543389534,0.999981597,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,Indian National Congress,12182,2014,0.543389534,0,-35.45129675,2241854,0.543389534,0.999981597,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,G.V.Harsha Kumar,JaSPa,9931,2014,0.442981568,2712,,2241854,0.442981568,0.999977426,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,G.V.HARSHA KUMAR,Jai Samaikyandhra Party,9931,2014,0.442981568,0,,2241854,0.442981568,0.999977426,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,Geddam Sampada Rao,BSP,7219,2014,0.322010265,1078,-0.923048126,2241854,0.322010265,0.999968946,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,GEDDAM SAMPADA RAO,Bahujan Samaj Party,7219,2014,0.322010265,0,-0.140205185,2241854,0.322010265,0.999968946,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,None Of The Above,NOTA,6141,2014,0.273925064,1581,,2241854,0.273925064,0.999963495,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,None of the Above,None of the Above,6141,2014,0.273925064,0,,2241854,0.273925064,0.999963495,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,Kunche Pedasatyanarayana,PPOI,4560,2014,0.203403076,1327,,2241854,0.203403076,0.999950839,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,KUNCHE PEDASATYANARAYANA,Pyramid Party of India,4560,2014,0.203403076,0,,2241854,0.203403076,0.999950839,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,Konki Venkata Rao,RP(K),3233,2014,0.144210997,366,,2241854,0.144210997,0.999930662,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,KONKI VENKATA RAO,Republican Paksha (Khoripa),3233,2014,0.144210997,0,,2241854,0.144210997,0.999930662,0,TDP,TDP,0
Andhra Pradesh,Amalapuram,Vijaya Chakravarthy Panthagada,RPI(KH),2867,2014,0.127885224,1183,,2241854,0.127885224,0.999921811,0,TDP,TDP,0
